,movieId,title,genres
4273,4367,Lara Croft: Tomb Raider (2001),Action|Adventure
4275,4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller
4276,4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4294,4388,Scary Movie 2 (2001),Comedy
4352,4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4353,4447,Legally Blonde (2001),Comedy|Romance
4354,4448,"Score, The (2001)",Action|Drama
4395,4489,Coming to America (1988),Comedy|Romance
4477,4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4544,4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4547,4641,Ghost World (2001),Comedy|Drama
4549,4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4606,4700,"Princess Diaries, The (2001)",Children|Comedy|Romance
4607,4701,Rush Hour 2 (2001),Action|Comedy
4624,4718,American Pie 2 (2001),Comedy
4626,4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
4639,4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4681,4776,Training Day (2001),Crime|Drama|Thriller
4721,4816,Zoolander (2001),Comedy
4753,4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4760,4855,Dirty Harry (1971),Action|Crime|Thriller
4770,4865,From Hell (2001),Crime|Horror|Mystery|Thriller
4779,4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4783,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4791,4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4795,4890,Shallow Hal (2001),Comedy|Fantasy|Romance
4801,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4806,4901,Spy Game (2001),Action|Crime|Drama|Thriller
4868,4963,Ocean's Eleven (2001),Crime|Thriller
4878,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4880,4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4884,4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4898,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4900,4995,"Beautiful Mind, A (2001)",Drama|Romance
4915,5010,Black Hawk Down (2001),Action|Drama|War
4918,5013,Gosford Park (2001),Comedy|Drama|Mystery
4920,5015,Monster's Ball (2001),Drama|Romance
4965,5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
4969,5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5122,5218,Ice Age (2002),Adventure|Animation|Children|Comedy
5123,5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
5129,5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
5158,5254,Blade II (2002),Action|Horror|Thriller
5170,5266,Panic Room (2002),Thriller
5195,5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
5203,5299,My Big Fat Greek Wedding (2002),Comedy|Romance
5253,5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
5281,5377,About a Boy (2002),Comedy|Drama|Romance
5282,5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
5292,5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
5322,5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller
5348,5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
5349,5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
5363,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
5368,5464,Road to Perdition (2002),Crime|Drama
5385,5481,Austin Powers in Goldmember (2002),Comedy
5406,5502,Signs (2002),Horror|Sci-Fi|Thriller
5411,5507,xXx (2002),Action|Crime|Thriller
5432,5528,One Hour Photo (2002),Drama|Thriller
5478,5574,"Transporter, The (2002)",Action|Crime
5519,5617,Secretary (2002),Comedy|Drama|Romance
5520,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
5532,5630,Red Dragon (2002),Crime|Mystery|Thriller
5571,5669,Bowling for Columbine (2002),Documentary
5575,5673,Punch-Drunk Love (2002),Comedy|Drama|Romance
5581,5679,"Ring, The (2002)",Horror|Mystery|Thriller
5712,5810,8 Mile (2002),Drama
5718,5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
5774,5872,Die Another Day (2002),Action|Adventure|Thriller
5804,5902,Adaptation (2002),Comedy|Drama|Romance
5805,5903,Equilibrium (2002),Action|Sci-Fi|Thriller
5847,5945,About Schmidt (2002),Comedy|Drama
5854,5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
5856,5954,25th Hour (2002),Crime|Drama
5858,5956,Gangs of New York (2002),Crime|Drama
5873,5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
5891,5989,Catch Me If You Can (2002),Crime|Drama
5893,5991,Chicago (2002),Comedy|Crime|Drama|Musical
5897,5995,"Pianist, The (2002)",Drama|War
5918,6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
6057,6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance
6059,6157,Daredevil (2003),Action|Crime
6090,6188,Old School (2003),Comedy
6120,6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
6183,6281,Phone Booth (2002),Drama|Thriller
6189,6287,Anger Management (2003),Comedy
6225,6323,Identity (2003),Crime|Horror|Mystery|Thriller
6235,6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
6252,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
6261,6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6268,6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
6272,6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
6273,6378,"Italian Job, The (2003)",Action|Crime
6278,6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
6393,6502,28 Days Later (2002),Action|Horror|Sci-Fi
6394,6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
6425,6534,Hulk (2003),Action|Adventure|Sci-Fi
6428,6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6430,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
6432,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
6456,6565,Seabiscuit (2003),Drama
6599,6708,Matchstick Men (2003),Comedy|Crime|Drama
6602,6711,Lost in Translation (2003),Comedy|Drama|Romance
6645,6754,Underworld (2003),Action|Fantasy|Horror
6678,6787,All the President's Men (1976),Drama|Thriller
6698,6807,Monty Python's The Meaning of Life (1983),Comedy
6754,6863,School of Rock (2003),Comedy|Musical
6761,6870,Mystic River (2003),Crime|Drama|Mystery
6765,6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6823,6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6825,6936,Elf (2003),Children|Comedy|Fantasy
6831,6942,Love Actually (2003),Comedy|Drama|Romance
6836,6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
6842,6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
6846,6957,Bad Santa (2003),Comedy|Crime
6868,6979,WarGames (1983),Drama|Sci-Fi|Thriller
6911,7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller
6979,7090,Hero (Ying xiong) (2002),Action|Adventure|Drama
6988,7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
7032,7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War
7036,7147,Big Fish (2003),Drama|Fantasy|Romance
7042,7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
7143,7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
7182,7293,50 First Dates (2004),Comedy|Romance
7212,7323,"Good bye, Lenin! (2003)",Comedy|Drama
7249,7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller
7250,7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
7262,7373,Hellboy (2004),Action|Adventure|Fantasy|Horror
7313,7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
7319,7444,13 Going on 30 (2004),Comedy|Fantasy|Romance
7320,7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller
7326,7451,Mean Girls (2004),Comedy
7329,7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror
7333,7458,Troy (2004),Action|Adventure|Drama|War
7761,8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
7762,8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
7769,8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
7772,8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller
7777,8376,Napoleon Dynamite (2004),Comedy
7832,8464,Super Size Me (2004),Comedy|Documentary|Drama
7873,8528,Dodgeball: A True Underdog Story (2004),Comedy
7874,8529,"Terminal, The (2004)",Comedy|Drama|Romance
7878,8533,"Notebook, The (2004)",Drama|Romance
7939,8622,Fahrenheit 9/11 (2004),Documentary
7953,8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
7955,8638,Before Sunset (2004),Drama|Romance
7958,8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy
7961,8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
7982,8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
8100,8783,"Village, The (2004)",Drama|Mystery|Thriller
8101,8784,Garden State (2004),Comedy|Drama|Romance
8115,8798,Collateral (2004),Action|Crime|Drama|Thriller
8124,8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
8127,8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller
8190,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
8191,8874,Shaun of the Dead (2004),Comedy|Horror
8234,8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy
8266,8949,Sideways (2004),Comedy|Drama|Romance
8267,8950,The Machinist (2004),Drama|Mystery|Thriller
8274,8957,Saw (2004),Horror|Mystery|Thriller
8275,8958,Ray (2004),Drama
8278,8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
8287,8970,Finding Neverland (2004),Drama
8289,8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
8298,8981,Closer (2004),Drama|Romance
8300,8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
8301,8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
9448,27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
9488,27773,Old Boy (2003),Mystery|Thriller
9580,30707,Million Dollar Baby (2004),Drama
9587,30749,Hotel Rwanda (2004),Drama|War
9594,30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
9599,30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy
9600,30812,"Aviator, The (2004)",Drama
9605,30825,Meet the Fockers (2004),Comedy
9707,31410,"Downfall (Untergang, Der) (2004)",Drama|War
9758,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
9764,31685,Hitch (2005),Comedy|Romance
9769,31696,Constantine (2005),Action|Fantasy|Horror|Thriller
9793,31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
9950,32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
10041,33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
10078,33166,Crash (2004),Crime|Drama
10133,33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
10153,33615,Madagascar (2005),Adventure|Animation|Children|Comedy
10163,33660,Cinderella Man (2005),Drama|Romance
10168,33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
10186,33794,Batman Begins (2005),Action|Crime|IMAX
10241,34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
10256,34150,Fantastic Four (2005),Action|Adventure|Sci-Fi
10260,34162,Wedding Crashers (2005),Comedy|Romance
10285,34319,"Island, The (2005)",Action|Sci-Fi|Thriller
10304,34405,Serenity (2005),Action|Adventure|Sci-Fi
10365,35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
10400,36529,Lord of War (2005),Action|Crime|Drama|Thriller|War
10449,37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
10451,37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
10475,38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
10477,38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
10515,39183,Brokeback Mountain (2005),Drama|Romance
10610,40629,Pride & Prejudice (2005),Drama|Romance
10620,40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
10622,40819,Walk the Line (2005),Drama|Musical|Romance
10651,41285,Match Point (2005),Crime|Drama|Romance
10663,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
10664,41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
10707,41997,Munich (2005),Action|Crime|Drama|Thriller
10895,44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
10908,44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
10910,44195,Thank You for Smoking (2006),Comedy|Drama
10912,44199,Inside Man (2006),Crime|Drama|Thriller
10932,44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
10950,44665,Lucky Number Slevin (2006),Crime|Drama|Mystery
11021,45186,Mission: Impossible III (2006),Action|Adventure|Thriller
11041,45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
11042,45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
11048,45517,Cars (2006),Animation|Children|Comedy
11071,45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
11076,45720,"Devil Wears Prada, The (2006)",Comedy|Drama
11077,45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
11136,46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX
11142,46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
11156,46723,Babel (2006),Drama|Thriller
11192,46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
11194,46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
11207,47099,"Pursuit of Happyness, The (2006)",Drama
11271,47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
11376,48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
11378,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
11386,48516,"Departed, The (2006)",Crime|Drama|Thriller
11420,48738,"Last King of Scotland, The (2006)",Drama|Thriller
11424,48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
11425,48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
11475,49272,Casino Royale (2006),Action|Adventure|Thriller
11478,49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
11508,49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
11638,50872,Ratatouille (2007),Animation|Children|Drama
11688,51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
11717,51540,Zodiac (2007),Crime|Drama|Thriller
11733,51662,300 (2007),Action|Fantasy|War|IMAX
11797,52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller
11854,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX
11885,52973,Knocked Up (2007),Comedy|Drama|Romance
11889,53000,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
11901,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
11920,53322,Ocean's Thirteen (2007),Crime|Thriller
11996,53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
12000,53996,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
12002,54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
12030,54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance
12034,54272,"Simpsons Movie, The (2007)",Animation|Comedy
12040,54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
12060,54503,Superbad (2007),Comedy
12117,54997,3:10 to Yuma (2007),Action|Crime|Drama|Western
12159,55247,Into the Wild (2007),Action|Adventure|Drama
12167,55269,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
12241,55765,American Gangster (2007),Crime|Drama|Thriller
12246,55820,No Country for Old Men (2007),Crime|Drama
12293,56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
12306,56367,Juno (2007),Comedy|Drama|Romance
12353,56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller
12356,56782,There Will Be Blood (2007),Drama|Western
12404,57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller
12444,57669,In Bruges (2008),Comedy|Crime|Drama|Thriller
12559,58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
12618,58998,Forgetting Sarah Marshall (2008),Comedy|Romance
12666,59315,Iron Man (2008),Action|Adventure|Sci-Fi
12673,59369,Taken (2008),Action|Crime|Drama|Thriller
12703,59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
12726,59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
12778,60040,"Incredible Hulk, The (2008)",Action|Sci-Fi
12782,60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
12783,60072,Wanted (2008),Action|Thriller
12784,60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
12894,60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
12945,61024,Pineapple Express (2008),Action|Comedy|Crime
12962,61132,Tropic Thunder (2008),Action|Adventure|Comedy|War
12970,61240,Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance
12989,61323,Burn After Reading (2008),Comedy|Crime|Drama
13141,63082,Slumdog Millionaire (2008),Crime|Drama|Romance
13142,63113,Quantum of Solace (2008),Action|Adventure|Thriller
13214,63992,Twilight (2008),Drama|Fantasy|Romance|Thriller
13268,64614,Gran Torino (2008),Crime|Drama
13285,64839,"Wrestler, The (2008)",Drama
13300,64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance
13302,64969,Yes Man (2008),Comedy
13454,66097,Coraline (2009),Animation|Fantasy|Thriller
13591,67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller
13691,68157,Inglourious Basterds (2009),Action|Drama|War
13708,68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
13721,68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller
13729,68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
13812,68954,Up (2009),Adventure|Animation|Children|Drama
13834,69122,"Hangover, The (2009)",Comedy|Crime
13906,69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War
13963,69757,(500) Days of Summer (2009),Comedy|Drama|Romance
13983,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
14058,70286,District 9 (2009),Mystery|Sci-Fi|Thriller
14333,71535,Zombieland (2009),Action|Comedy|Horror
14431,72011,Up in the Air (2009),Drama|Romance
14475,72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime
14514,72378,2012 (2009),Action|Drama|Sci-Fi|Thriller
14564,72641,"Blind Side, The  (2009)",Drama
14652,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
14658,73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
14732,73321,"Book of Eli, The (2010)",Action|Adventure|Drama
14931,74458,Shutter Island (2010),Drama|Mystery|Thriller
14999,74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX
15096,76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
15131,76251,Kick-Ass (2010),Action|Comedy
15271,77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
15471,78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
15599,79091,Despicable Me (2010),Animation|Children|Comedy|Crime
15607,79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
15742,79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance
15936,80463,"Social Network, The (2010)",Drama
15952,80549,Easy A (2010),Comedy|Romance
16130,81229,Red (2010),Action|Comedy
16200,81562,127 Hours (2010),Adventure|Drama|Thriller
16201,81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX
16209,81591,Black Swan (2010),Drama|Thriller
16274,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
16275,81845,"King's Speech, The (2010)",Drama
16276,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
16426,82459,True Grit (2010),Western
16427,82461,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX
16724,84152,Limitless (2011),Sci-Fi|Thriller
16991,85414,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller
17138,86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX
17288,86880,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX
17289,86882,Midnight in Paris (2011),Comedy|Fantasy|Romance
17385,87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War
17608,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX
17610,88129,Drive (2011),Crime|Drama|Film-Noir|Thriller
17615,88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War
17618,88163,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance
17760,88744,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller
17775,88810,"Help, The (2011)",Drama
17935,89492,Moneyball (2011),Drama
17997,89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
18160,90405,In Time (2011),Crime|Sci-Fi|Thriller
18433,91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
18441,91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
18447,91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
18478,91630,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX
18483,91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
18658,92259,Intouchables (2011),Comedy|Drama
18923,93510,21 Jump Street (2012),Action|Comedy|Crime
18999,93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller
19183,94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX
19206,94864,Prometheus (2012),Action|Horror|Sci-Fi|IMAX
19228,94959,Moonrise Kingdom (2012),Comedy|Drama|Romance
19285,95167,Brave (2012),Action|Adventure|Animation|Children
19325,95441,Ted (2012),Comedy|Fantasy
19345,95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX
19484,96079,Skyfall (2012),Action|Adventure|Thriller|IMAX
19621,96610,Looper (2012),Action|Crime|Sci-Fi
19691,96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance
19824,97304,Argo (2012),Drama|Thriller
19906,97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX
19964,97913,Wreck-It Ralph (2012),Animation|Comedy
19968,97921,Silver Linings Playbook (2012),Comedy|Drama
19972,97938,Life of Pi (2012),Adventure|Drama|IMAX
20212,98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX
20293,99114,Django Unchained (2012),Action|Drama|Western
21019,101864,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
21101,102125,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX
21197,102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX
21302,102903,Now You See Me (2013),Crime|Mystery|Thriller
21409,103249,World War Z (2013),Action|Drama|Horror|IMAX
21886,104841,Gravity (2013),Action|Sci-Fi|IMAX
22181,105844,12 Years a Slave (2013),Drama
22261,106100,Dallas Buyers Club (2013),Drama
22383,106487,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX
22384,106489,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
22440,106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
22463,106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
22502,106920,Her (2013),Drama|Romance|Sci-Fi
23092,108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy
23223,109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama
23262,109487,Interstellar (2014),Sci-Fi|IMAX
23452,110102,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
23795,111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi
23916,111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
24018,112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
24140,112552,Whiplash (2014),Drama
24142,112556,Gone Girl (2014),Drama|Thriller
24236,112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
24892,115149,John Wick (2014),Action|Thriller
24990,115569,Nightcrawler (2014),Crime|Drama|Thriller
25000,115617,Big Hero 6 (2014),Action|Animation|Comedy
25028,115713,Ex Machina (2015),Drama|Sci-Fi|Thriller
25451,116797,The Imitation Game (2014),Drama|Thriller|War
25464,116823,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller
25688,117529,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller
26050,118696,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy
26219,119145,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
27545,122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
27547,122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
27550,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
27554,122900,Ant-Man (2015),Action|Adventure|Sci-Fi
27556,122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
27562,122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller
27563,122922,Doctor Strange (2016),Action|Adventure|Sci-Fi
29586,128360,The Hateful Eight (2015),Western
31988,134130,The Martian (2015),Adventure|Drama|Sci-Fi
32293,134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
